title,link,score,score_cnt,top_no,director,writers,actors,types,edit_location,language,dates,play_location,length,rating_per,betters,had_seen,want_see,tags,short_review,review,ask,discussion
虎口脱险,https://movie.douban.com/subject/1296909/,8.9,125324人评价,160,['热拉尔·乌里'],"['热拉尔·乌里', '达妮埃尔·汤普森', '马塞尔·朱利安', '乔治·塔贝', '安德烈·塔贝']","['路易·德·菲奈斯', '布尔维尔', '克劳迪奥·布鲁克', '安德丽·帕里西', '科莱特·布罗塞', '迈克·马歇尔', '玛丽·马凯', '皮埃尔·贝尔坦', '本诺·施特岑巴赫', '玛丽·杜布瓦', '特里-托马斯', '西戈德·拉普', '赖因哈德·科尔德霍夫', '赫尔穆特·施奈德', '保罗·普雷博伊斯特', '汉斯·迈尔', '居伊·格罗索', '米歇尔·莫多', '彼得·雅各布', '吕迪·勒努瓦', '诺埃尔·达扎尔', '皮埃尔·鲁塞尔', '皮埃尔·巴斯蒂安', '雅克·萨布隆', '玛格·阿夫里尔', '雅克·博杜因', '加布里埃尔·戈班', '保罗·梅塞', '亨利·热内斯']","['喜剧', '战争']", 法国 / 英国, 法语 / 英语 / 德语,['1966'],['法国'],132,"['57.3%', '32.6%', '9.1%', '0.8%', '0.3%']","['98% 喜剧片', '96% 战争片']",169768,54119,"['喜剧', '法国', '经典', '二战', '搞笑', '法国电影', '战争', '虎口脱险']",19496,129,6,48
达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,8.7,229733人评价,161,['让-马克·瓦雷'],"['克莱格·鲍登', '梅丽莎·沃雷克']","['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '史蒂夫·茨恩', '达拉斯·罗伯特斯', '凯文·兰金', '丹尼斯·欧哈拉', '简·麦克尼尔', '格里芬·邓恩', '詹姆斯·杜蒙特', '朱丽叶·里夫斯', '斯蒂菲·格罗特', 'J·D·埃弗摩尔']","['剧情', '同性', '传记']", 美国, 英语 / 日语,"['2013', '2013']","['多伦多电影节', '美国']",117,"['45.5%', '45.1%', '8.9%', '0.4%', '0.1%']","['94% 剧情片', '94% 传记片']",308865,115398,"['美国', '剧情', '传记', '人性', 'MatthewMcConaughey', '美国电影', '2013', '励志']",50322,621,48,68
恋恋笔记本,https://movie.douban.com/subject/1309163/,8.5,340371人评价,162,['尼克·卡萨维茨'],"['扬·萨尔迪', '杰里米·莱文', '尼古拉斯·斯帕克斯']","['瑞恩·高斯林', '瑞秋·麦克亚当斯', '吉娜·罗兰兹', '詹姆斯·加纳', '斯塔尔勒塔·杜波利斯', '凯文·康诺利', '希瑟·沃奎斯特', '杰弗里·奈特', '琼·艾伦', '詹姆斯·麦斯登']","['剧情', '爱情']", 美国, 英语,['2004'],['美国'],123,"['42.7%', '40.9%', '14.8%', '1.3%', '0.3%']","['95% 爱情片', '90% 剧情片']",455491,107384,"['爱情', '美国', '浪漫', '感动', '恋恋笔记本', '美国电影', '2004', 'Notebook']",81206,2115,18,186
燃情岁月,https://movie.douban.com/subject/1295865/,8.7,168685人评价,163,['爱德华·兹威克'],"['威廉·D·威特利夫', 'Susan Shilliday']","['安东尼·霍普金斯', '布拉德·皮特', '朱莉娅·奥蒙德', '艾丹·奎因', '卡琳娜·隆巴德', '亨利·托马斯']","['剧情', '爱情', '家庭', '西部']", 美国, 英语 / 康沃尔语,['1994'],['美国'],133,"['51.4%', '36.3%', '11.0%', '1.0%', '0.3%']","['96% 西部片', '97% 爱情片']",225421,80833,"['美国', '西部', '爱情', '经典', '人生', '剧情', '亲情', '秋日传奇']",33403,1165,16,180
二十二,https://movie.douban.com/subject/26430107/,8.7,138571人评价,164,['郭柯'],[],[],['纪录片'], 中国大陆, 汉语普通话,"['2017', '2015', '2016']","['中国大陆', '釜山电影节', '莫斯科电影节']",99,"['52.8%', '33.6%', '11.6%', '1.5%', '0.5%']",['69% 纪录片'],194236,89910,"['纪录片', '慰安妇', '历史', '人性', '二战', '中国大陆', '战争', '温情']",45027,3756,27,302
雨中曲,https://movie.douban.com/subject/1293460/,9.0,109470人评价,165,"['斯坦利·多南', '吉恩·凯利']","['阿多夫·格林', '贝蒂·康登']","['吉恩·凯利', '唐纳德·奥康纳', '黛比·雷诺斯', '赛德·查里斯', '简·哈根']","['喜剧', '爱情', '歌舞']", 美国, 英语,['1952'],['美国'],103,"['57.3%', '34.6%', '7.6%', '0.4%', '0.1%']","['97% 歌舞片', '98% 爱情片']",142128,80842,"['歌舞片', '经典', '美国', '歌舞', '音乐', '爱情', '美国电影', '喜剧']",20013,192,2,55
冰川时代,https://movie.douban.com/subject/1291578/,8.5,330080人评价,166,"['卡洛斯·沙尔丹哈', '克里斯·韦奇']","['迈克尔·伯格 ', '迈克尔·J·威尔森', '彼得·阿克曼']","['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克']","['喜剧', '动画', '冒险']", 美国, 英语 / 克罗地亚语,['2002'],['美国'],81,"['38.6%', '47.7%', '13.1%', '0.6%', '0.1%']","['86% 动画片', '96% 喜剧片']",468648,25391,"['动画', '美国', '喜剧', '搞笑', '卡通', '经典', '动画电影', '动漫']",27399,191,3,65
我是山姆,https://movie.douban.com/subject/1306861/,8.8,129321人评价,167,['杰茜·尼尔森'],"['杰茜·尼尔森', '克里斯汀·约翰逊']","['西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩', '理查德·希夫', '劳拉·邓恩']","['剧情', '家庭']", 美国, 英语,['2001'],['美国'],132,"['52.5%', '38.1%', '8.9%', '0.5%', '0.1%']","['96% 家庭片', '96% 剧情片']",163673,90395,"['亲情', '美国', '温情', '感人', '家庭', '成长', '剧情', '人性']",28910,565,12,68
穿越时空的少女,https://movie.douban.com/subject/1937946/,8.6,219051人评价,168,['细田守'],"['奥寺佐渡子', '筒井康隆']","['仲里依纱', '石田卓也', '板仓光隆', '原沙知绘', '谷村美月', '垣内彩未', '关户优希']","['剧情', '爱情', '科幻', '动画']", 日本, 日语,['2006'],['日本'],98,"['45.9%', '40.6%', '12.5%', '0.9%', '0.2%']","['89% 动画片', '96% 爱情片']",284657,79621,"['动画', '日本', '青春', '穿越时空的少女', '日本动画', '爱情', '动漫', '科幻']",46332,1075,24,136
魂断蓝桥,https://movie.douban.com/subject/1293964/,8.8,149540人评价,169,['茂文·勒鲁瓦'],"['乔治·弗罗斯切尔', '汉斯·拉莫', '罗伯特·E·舍伍德', '塞缪尔·N·贝尔曼']","['费雯·丽', '罗伯特·泰勒', '露塞尔·沃特森', '弗吉尼亚·菲尔德', '玛丽亚·彭斯卡娅']","['剧情', '爱情', '战争']", 美国, 英语,['1940'],['美国'],108,"['49.4%', '40.5%', '9.6%', '0.4%', '0.1%']","['97% 爱情片', '95% 战争片']",235676,92400,"['爱情', '经典', '费雯丽', '美国', '魂断蓝桥', '战争', '美国电影', '电影']",23300,460,5,55
猜火车,https://movie.douban.com/subject/1292528/,8.5,283036人评价,170,['丹尼·博伊尔'],"['约翰·霍奇', '埃文·威尔什']","['伊万·麦克格雷格', '艾文·布莱纳', '约翰尼·李·米勒', '凯文·麦克基德', '罗伯特·卡莱尔', '凯莉·麦克唐纳', '彼得·穆兰', '詹姆斯·卡沙莫', '艾琳·尼古拉斯', '苏珊·维德勒', '波林·林奇', '雪莉·亨德森', '斯图尔特·麦克奎里', '埃文·威尔什', '戴尔·温顿', '基思·艾伦', '凯文·艾伦', '芬利·威尔士', '约翰·霍奇', '汤姆·德尔玛']","['剧情', '犯罪']", 英国, 英语,['1996'],['英国'],94,"['44.1%', '40.4%', '13.8%', '1.4%', '0.4%']","['90% 剧情片', '96% 犯罪片']",379060,118195,"['英国', '青春', '猜火车', '毒品', '经典', '英国电影', 'Cult', '剧情']",53409,1178,24,221
人工智能,https://movie.douban.com/subject/1302827/,8.6,227789人评价,171,['史蒂文·斯皮尔伯格'],"['布莱恩·奥尔迪斯', '史蒂文·斯皮尔伯格', 'Ian Watson']","['海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛', '威廉·赫特', '肯·梁', '克拉克·格雷格', '凯文·苏斯曼', '汤姆·加洛普', '尤金·奥斯门特', '艾普尔·格雷斯', '马特·温斯顿', '萨布丽娜·格德维奇', '西奥·格林利']","['剧情', '科幻', '冒险']", 美国, 英语,['2001'],['美国'],146,"['46.4%', '38.9%', '13.1%', '1.3%', '0.3%']","['96% 科幻片', '95% 冒险片']",300174,92012,"['科幻', '斯皮尔伯格', '人性', '人工智能', '美国', '经典', '美国电影', 'stevenSpielberg']",42439,1063,18,180
头脑特工队,https://movie.douban.com/subject/10533913/,8.7,288638人评价,172,"['彼特·道格特', '罗纳尔多·德尔·卡门']","['彼特·道格特', '罗纳尔多·德尔·卡门', '梅格·勒福夫', '乔什·库雷', '迈克尔·阿恩特', '西蒙·里奇', '鲍勃·彼德森', '比尔·哈德尔', '艾米·波勒']","['艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '比尔·哈德尔', '刘易斯·布莱克', '敏迪·卡灵', '凯特林·迪亚斯', '戴安·琳恩', '凯尔·麦克拉克伦', '波拉·庞德斯通', '鲍比·莫尼汉', '宝拉·佩尔', '大卫·戈尔兹', '弗兰克·奥兹', '乔什·库雷', '弗利', '约翰·拉岑贝格', '卡洛斯·阿拉斯拉奇', '皮特·萨加尔', '拉什达·琼斯', '罗里·艾伦', '约翰·齐甘', '雪莉·琳恩', '拉瑞恩·纽曼', '帕丽斯·冯·戴克']","['喜剧', '动画', '冒险']", 美国, 英语,"['2015', '2015']","['中国大陆', '美国']",95,"['49.5%', '37.0%', '12.1%', '1.1%', '0.2%']","['92% 动画片', '97% 喜剧片']",343603,47140,"['动画', '成长', '美国', 'Pixar', '温情', '喜剧', 'Disney', '2015']",74783,1062,91,48
被解救的姜戈,https://movie.douban.com/subject/6307447/,8.6,309340人评价,173,['昆汀·塔伦蒂诺'],['昆汀·塔伦蒂诺'],"['杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·沃尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿', '沃尔顿·戈金斯', '丹尼斯·克里斯托弗', '乔纳·希尔', '詹姆斯·瑞马尔', '爱波·塔布琳', '弗兰科·内罗', '罗伯特·卡拉丁', '佐伊·贝尔']","['剧情', '动作', '西部', '冒险']", 美国, 英语 / 法语 / 德语,"['2013', '2012']","['中国大陆', '美国']",163,"['43.7%', '43.9%', '11.4%', '0.8%', '0.2%']","['94% 西部片', '92% 剧情片']",388309,104361,"['美国', '西部', '黑色幽默', '暴力', '剧情', '动作', '人性', '西部片']",76777,1039,40,250
爆裂鼓手,https://movie.douban.com/subject/25773932/,8.6,285124人评价,174,['达米恩·查泽雷'],['达米恩·查泽雷'],"['迈尔斯·特勒', 'J·K·西蒙斯', '保罗·雷瑟', '梅莉莎·班诺伊', '奥斯汀·斯托维尔', '克里斯·马尔基', '马科斯·卡锡', '杰森·布莱尔', '科菲·斯里博伊']","['剧情', '音乐']", 美国, 英语,['2014'],['美国'],107,"['46.5%', '40.5%', '11.5%', '1.1%', '0.4%']","['92% 音乐片', '92% 剧情片']",354596,86208,"['音乐', '美国', '励志', '剧情', '梦想', '成长', '爵士', '人性']",78002,1717,134,75
无敌破坏王,https://movie.douban.com/subject/6534248/,8.7,251773人评价,175,['瑞奇·摩尔'],"['菲尔·约翰斯顿', '珍妮弗·李', '瑞奇·摩尔', '吉姆·里尔顿', '约翰·C·赖利', '山姆·J·莱文', '贾里德·斯特恩']","['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克', '敏迪·卡灵', '乔·洛·特鲁格里奥', '艾德·奥尼尔', '丹尼斯·海斯伯特', '伊迪·迈克莱尔', '雷蒙德·S·佩尔西', '杰斯·哈梅尔', '瑞秋·哈里斯', '斯盖拉·阿斯丁', '亚当·卡罗拉', '霍拉提奥·桑斯', '莫里斯·拉马奇', '斯戴芬妮·斯考特', '约翰·迪·玛吉欧', '瑞奇·摩尔', '凯蒂·洛斯', '贾米·埃曼', '乔西·特立尼达', '辛贝·沃克', '塔克·吉莫尔', '布兰登·斯考特', '蒂姆·梅尔滕斯', '凯文·迪特斯', '杰洛·里佛斯', '马丁·贾维斯', '布莱恩·克辛格', '罗杰·克莱格·史密斯', '菲尔·约翰斯顿', '鲁本·兰登', '凯尔·赫伯特', '洁米·斯贝勒·罗伯茨', '尼克·格里姆肖']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,"['2012', '2012']","['中国大陆', '美国']",101,"['47.5%', '40.0%', '11.6%', '0.7%', '0.1%']","['91% 动画片', '97% 喜剧片']",325317,72008,"['动画', '迪斯尼', '美国', '喜剧', '游戏', '搞笑', '2012', '冒险']",61199,601,3,108
你的名字。,https://movie.douban.com/subject/26683290/,8.4,616534人评价,176,['新海诚'],['新海诚'],"['神木隆之介', '上白石萌音', '长泽雅美', '市原悦子', '成田凌', '悠木碧', '岛崎信长', '石川界人', '谷花音', '寺杣昌纪', '大原沙耶香', '井上和彦', '茶风林', '加藤有花', '花泽香菜', '寺崎裕香']","['剧情', '爱情', '动画']", 日本, 日语,"['2016', '2016']","['中国大陆', '日本']",106,"['43.0%', '38.5%', '16.4%', '1.7%', '0.5%']","['84% 动画片', '94% 爱情片']",840152,128770,"['日本', '动画', '爱情', '青春', '二次元', '感动', '温情', '治愈']",187111,5546,226,440
未麻的部屋,https://movie.douban.com/subject/1395091/,8.9,123316人评价,177,['今敏'],"['村井贞之', '竹内义和']","['岩男润子', '松本梨香', '辻亲八', '秋元羊介', '盐屋翼', '堀秀行', '筱原惠美', '江原正士', '梁田清之', '古泽彻', '新山志保', '三木真一郎']","['动画', '惊悚', '奇幻']", 日本, 日语,"['1997', '1998']","['加拿大奇幻电影节', '日本']",81,"['53.6%', '36.9%', '8.6%', '0.7%', '0.3%']","['95% 动画片', '99% 惊悚片']",149514,85149,"['今敏', '动画', '日本', '悬疑', '心理', '日本动画', '惊悚', '动漫']",30953,482,37,92
罗生门,https://movie.douban.com/subject/1291879/,8.7,153962人评价,178,['黑泽明'],"['黑泽明', '桥本忍', '芥川龙之介']","['三船敏郎', '千秋实', '京町子', '森雅之', '志村乔']","['剧情', '悬疑', '犯罪']", 日本, 日语,['1950'],['日本'],88,"['49.7%', '38.9%', '10.3%', '0.9%', '0.3%']","['94% 剧情片', '97% 悬疑片']",222317,133770,"['黑泽明', '日本', '人性', '经典', '日本电影', '罗生门', '剧情', '1950']",32707,1106,17,105
阿飞正传,https://movie.douban.com/subject/1305690/,8.5,255174人评价,179,['王家卫'],['王家卫'],"['张国荣', '张曼玉', '刘嘉玲', '刘德华', '张学友', '潘迪华', '梁朝伟']","['剧情', '爱情', '犯罪']", 香港, 粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,"['2018', '1990']","['中国大陆', '香港']",94,"['39.6%', '46.8%', '12.7%', '0.8%', '0.2%']","['95% 爱情片', '90% 剧情片']",353738,85514,"['香港', '文艺', '爱情', '经典', '孤独', '人生', '剧情', '1990']",54366,1368,25,220
香水,https://movie.douban.com/subject/1760622/,8.4,324365人评价,180,['汤姆·提克威'],"['安德鲁·伯金', '贝尔恩德·艾辛格', '汤姆·提克威', '帕特里克·聚斯金德']","['本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼', '大卫·卡尔德', '比吉特·米尼希迈尔', '卡洛斯·格拉马赫', '西恩·托马斯', '佩里·米尔沃德', '山姆·道格拉斯', '卡洛琳·赫弗斯', '卡罗丽娜·维拉·斯克利亚', '莎拉·弗里斯蒂', '科琳娜·哈弗奇', '杰西卡·施瓦茨', '约翰·赫特']","['剧情', '犯罪', '奇幻']", 德国 / 法国 / 西班牙 / 美国, 英语,"['2006', '2006', '2006', '2007']","['德国', '法国', '西班牙', '美国']",147,"['40.7%', '43.3%', '14.0%', '1.5%', '0.5%']","['94% 犯罪片', '87% 剧情片']",426679,103416,"['香水', '法国', '犯罪', '惊悚', '剧情', '德国', '人性', '2006']",67633,2395,53,363
浪潮,https://movie.douban.com/subject/2297265/,8.7,156052人评价,181,['丹尼斯·甘塞尔'],"['丹尼斯·甘塞尔', '彼得·图万斯', '约翰尼·道金斯', '罗恩·比恩巴赫', '罗恩·琼斯']","['于尔根·福格尔', '弗雷德里克·劳', '马克思·雷迈特', '詹妮弗·乌尔里希', '克里斯蒂安娜·保罗', '雅各布·马琛茨', '克里斯蒂娜·度·瑞格', '埃利亚斯·穆巴里克', '马克西米利安·福尔马尔', '马克斯·毛夫']","['剧情', '惊悚']", 德国, 德语,['2008'],['德国'],107,"['47.6%', '42.0%', '9.6%', '0.7%', '0.2%']","['94% 剧情片', '98% 惊悚片']",190785,102091,"['德国', '人性', '政治', '独裁', '剧情', '纪实', '心理', '2008']",38617,1411,31,212
朗读者,https://movie.douban.com/subject/2213597/,8.5,310812人评价,182,['史蒂芬·戴德利'],"['戴维·黑尔', '本哈德·施林克']","['凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因', '苏珊娜·洛塔尔', 'Alissa Wilms', '弗罗里安·巴西奥罗麦', '弗里德里克·贝得勒支', '马蒂亚斯·哈比希', 'Frieder Venus', 'Marie-Anne Fliegel', 'Hendrik Arnst', 'Rainer Sellien', '托尔斯滕·米凯利斯', 'Moritz Grove']","['剧情', '爱情']", 美国 / 德国, 英语 / 德语 / 希腊语 / 拉丁语,"['2008', '2009', '2009']","['纽约首映', '美国', '德国']",124,"['40.0%', '46.7%', '12.5%', '0.7%', '0.1%']","['95% 爱情片', '90% 剧情片']",411596,115252,"['爱情', 'KateWinslet', '朗读者', '美国', '剧情', '德国', '美国电影', '人性']",50582,3012,46,595
房间,https://movie.douban.com/subject/25724855/,8.8,195065人评价,183,['伦尼·阿伯拉罕森'],['艾玛·多诺霍'],"['布丽·拉尔森', '雅各布·特伦布莱', '琼·艾伦', '肖恩·布里吉格斯', '威廉姆·H·梅西', '梅根·帕克', '阿曼达·布鲁盖尔', '卡斯·安瓦尔', '乔·平格', '温迪·古逊', '兰道尔·爱德华', '杰克·富尔顿', '汤姆·麦卡穆斯']","['剧情', '家庭']", 爱尔兰 / 加拿大 / 英国 / 美国, 英语,"['2015', '2015', '2016', '2016']","['特柳赖德电影节', '多伦多', '爱尔兰/英国', '美国']",118,"['48.0%', '43.3%', '8.1%', '0.4%', '0.1%']","['96% 剧情片', '97% 家庭片']",259278,111922,"['人性', '亲情', '剧情', '温情', '美国', '2015', '爱尔兰', '加拿大']",50295,1280,92,46
模仿游戏,https://movie.douban.com/subject/10463953/,8.6,309995人评价,184,['莫滕·泰杜姆'],"['格拉汉姆·摩尔', '安德鲁·霍奇斯']","['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金奈尔', '艾伦·里奇', '马修·比尔德', '查尔斯·丹斯', '马克·斯特朗', '詹姆斯·诺斯科特', '汤姆·古德曼-希尔', '史蒂芬·威丁顿', '伊兰·古德曼', '杰克·塔尔登', '埃里克斯·劳瑟', '杰克·巴农']","['剧情', '同性', '传记', '战争']", 英国 / 美国, 英语 / 德语,"['2015', '2014', '2014']","['中国大陆', '英国', '美国']",114,"['43.2%', '44.1%', '11.9%', '0.7%', '0.1%']","['92% 传记片', '97% 同性片']",394515,118753,"['传记', '英国', '图灵', '同性', '剧情', '二战', '历史', '战争']",73213,1189,105,49
