title,link,score,score_cnt,top_no,director,writers,actors,types,edit_location,language,dates,play_location,length,rating_per,betters,had_seen,want_see,tags,short_review,review,ask,discussion
杀人回忆,https://movie.douban.com/subject/1300299/,8.7,258204人评价,123,['奉俊昊'],"['奉俊昊', '沈成宝', '金光林']","['宋康昊', '金相庆', '金雷河', '宋在浩', '朴努植', '朴海日', '边熙峰', '高瑞熙', '郑仁仙']","['剧情', '悬疑', '惊悚', '犯罪']", 韩国, 韩语,['2003'],['韩国'],130,"['48.0%', '40.3%', '10.4%', '0.9%', '0.3%']","['97% 悬疑片', '98% 犯罪片']",321503,89366,"['悬疑', '韩国', '犯罪', '韩国电影', '奉俊昊', '宋康昊', '杀人回忆', '惊悚']",57625,1053,62,223
哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,8.7,346869人评价,124,['大卫·叶茨'],"['史蒂夫·克洛夫斯', 'J·K·罗琳']","['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯', '艾伦·瑞克曼', '玛吉·史密斯', '汤姆·费尔顿', '邦妮·怀特', '朱丽·沃特斯', '迈克尔·刚本', '伊文娜·林奇', '多姆纳尔·格里森', '克蕾曼丝·波西', '詹森·艾萨克', '海伦·麦克洛瑞', '马修·刘易斯', '梁佩诗', '约翰·赫特', '大卫·休里斯', '加里·奥德曼', '吉姆·布劳德本特', '艾玛·汤普森', '娜塔丽·特纳', '蒂莫西·斯波', '大卫·布拉德利', '罗彼·考特拉尼', '凯莉·麦克唐纳', '塞伦·希德']","['剧情', '悬疑', '奇幻', '冒险']", 美国 / 英国, 英语,"['2011', '2011']","['中国大陆', '美国']",130,"['50.4%', '35.8%', '12.5%', '1.0%', '0.3%']","['96% 奇幻片', '95% 剧情片']",465595,34152,"['魔幻', '英国', '成长', '奇幻', '美国', '青春', '2011', '3D']",75208,2008,16,277
小森林 冬春篇,https://movie.douban.com/subject/25814707/,9.0,159057人评价,125,['森淳一'],"['森淳一', '五十岚大介']","['桥本爱', '三浦贵大', '松冈茉优', '温水洋一', '桐岛加恋']",['剧情'], 日本, 日语,['2015'],['日本'],120,"['57.6%', '34.3%', '7.4%', '0.5%', '0.2%']",['98% 剧情片'],203533,79687,"['日本', '美食', '文艺', '自然', '治愈', '小清新', '温情', '2015']",37688,755,62,37
七武士,https://movie.douban.com/subject/1295399/,9.2,96059人评价,126,['黑泽明'],"['黑泽明', '小国英雄', '桥本忍']","['三船敏郎', '志村乔', '稻叶义男', '宫口精二', '千秋实', '加东大介', '木村功']","['剧情', '动作', '冒险']", 日本, 日语,['1954'],['日本'],160,"['67.3%', '26.4%', '5.6%', '0.5%', '0.3%']","['98% 剧情片', '99% 动作片']",132910,86306,"['黑泽明', '日本', '经典', '日本电影', '七武士', '武士', '战争', '剧情']",20428,497,22,112
岁月神偷,https://movie.douban.com/subject/3792799/,8.6,356991人评价,127,['罗启锐'],"['罗启锐', '张婉婷']","['吴君如', '任达华', '钟绍图', '李治廷', '蔡颖恩', '秦沛', '夏萍', '谷德昭', '许鞍华', '张同祖', '庄域飞', '威廉希路', '李健兴', '林耀祺', '廖爱玲', '张翼东', '钱耀荣', '谭瓒强', '陈庆航', '黎祥荣']","['剧情', '家庭']", 香港 / 中国大陆, 粤语 / 汉语普通话 / 英语 / 上海话 / 法语,"['2010', '2010', '2010']","['中国大陆', '柏林电影节', '香港']",117,"['46.4%', '40.6%', '11.9%', '0.9%', '0.2%']","['93% 家庭片', '92% 剧情片']",477611,102803,"['香港', '温情', '亲情', '人生', '怀旧', '家庭', '感人', '剧情']",85180,2718,21,300
怪兽电力公司,https://movie.douban.com/subject/1291579/,8.6,307849人评价,128,"['彼特·道格特', '大卫·斯沃曼', '李·昂克里奇']","['安德鲁·斯坦顿', '丹尼尔·吉尔森', '罗伯特·L·贝尔德', '瑞特·里斯', '乔纳森·罗伯特 ', '彼特·道格特', '杰夫·皮金', '吉尔·卡尔顿', '拉夫·埃格尔斯顿']","['约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密', '詹姆斯·柯本', '詹妮弗·提莉', '鲍勃·彼德森', '约翰·拉岑贝格', '弗兰克·奥兹', '丹尼尔·吉尔森', '邦尼·亨特', '杰克·安杰尔', '塞缪尔·洛德·布莱克', '史蒂夫·萨斯坎德']","['喜剧', '动画', '儿童', '奇幻', '冒险']", 美国, 英语,"['2001', '2012']","['美国', '美国']",92,"['43.8%', '44.1%', '11.6%', '0.5%', '0.1%']","['89% 动画片', '96% 喜剧片']",440604,55173,"['动画', '美国', '迪斯尼', '喜剧', 'pixar', '动画片', '美国电影', 'disney']",36403,270,6,90
真爱至上,https://movie.douban.com/subject/1292401/,8.5,382568人评价,129,['理查德·柯蒂斯'],['理查德·柯蒂斯'],"['休·格兰特', '科林·费尔斯', '艾玛·汤普森', '凯拉·奈特莉', '连姆·尼森', '托马斯·布罗迪-桑斯特', '比尔·奈伊', '马丁·弗瑞曼', '劳拉·琳妮', '艾伦·瑞克曼', '克里斯·马歇尔', '罗德里戈·桑托罗', '罗温·艾金森', '比利·鲍伯·松顿', '玛汀·麦古基安', '安德鲁·林肯', '露西娅·莫尼斯', '海克·玛卡琪']","['剧情', '喜剧', '爱情']", 英国 / 美国 / 法国, 英语 / 葡萄牙语 / 法语,"['2003', '2003', '2003']","['多伦多电影节', '美国', '英国']",135,"['45.3%', '38.4%', '14.7%', '1.3%', '0.3%']","['95% 爱情片', '96% 喜剧片']",487841,127458,"['爱情', '英国', '温情', '喜剧', '圣诞', '浪漫', '经典', '美国']",92673,1497,31,308
萤火虫之墓,https://movie.douban.com/subject/1293318/,8.7,242998人评价,130,['高畑勋'],"['高畑勋', '野坂昭如']","['辰己努', '白石绫乃', '志乃原良子', '山口朱美', '端田宏三']","['剧情', '动画', '战争']", 日本, 日语,['1988'],['日本'],89,"['52.5%', '33.6%', '11.0%', '1.7%', '1.3%']","['91% 动画片', '93% 战争片']",323908,68442,"['宫崎骏', '动画', '日本', '战争', '亲情', '再见萤火虫', '日本动画', '动漫']",46577,1317,18,235
谍影重重3,https://movie.douban.com/subject/1578507/,8.7,222020人评价,131,['保罗·格林格拉斯'],"['托尼·吉尔罗伊', '斯科特·Z·本恩斯']","['马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩', '埃德加·拉米雷兹', '阿尔伯特·芬尼', '琼·艾伦', 'Tom Gallop', '克里·约翰逊', '丹尼尔·布鲁尔', '乔伊·安沙', '科林·斯廷顿', '丹·弗雷登堡', 'Lucy Liemann']","['动作', '悬疑', '惊悚']", 美国 / 德国, 英语 / 法语 / 阿拉伯语 / 俄语 / 西班牙语,"['2007', '2007']","['中国大陆', '美国']",115,"['48.8%', '39.8%', '10.7%', '0.5%', '0.1%']","['98% 动作片', '97% 悬疑片']",313475,42463,"['动作', '美国', '特工', '间谍', 'MattDamon', '悬疑', '谍影重重3', '美国电影']",27275,382,28,134
7号房的礼物,https://movie.douban.com/subject/10777687/,8.7,226781人评价,132,['李焕庆'],"['李焕庆', '刘英雅']","['柳承龙', '朴信惠', '郑镇荣', '金正泰', '吴达洙', '朴元尚', '郑满植', '葛素媛']","['剧情', '喜剧', '家庭']", 韩国, 韩语,['2013'],['韩国'],127,"['51.0%', '37.0%', '10.6%', '1.1%', '0.3%']","['97% 喜剧片', '94% 剧情片']",297043,72721,"['韩国', '温情', '亲情', '感人', '感动', '喜剧', '催泪', '剧情']",55566,834,31,48
电锯惊魂,https://movie.douban.com/subject/1417598/,8.7,242839人评价,133,['温子仁'],"['温子仁', '雷·沃纳尔']","['雷·沃纳尔', '加利·艾尔维斯', '丹尼·格洛弗', '肯·梁', '迪娜·迈耶', '迈克·巴特斯', '保罗·古德勒支', '迈克尔·爱默生', '本尼托·马丁内斯', '肖妮·史密斯', '麦肯兹·韦加', '莫妮卡·波特', '耐德·巴拉米', '亚丽姗卓·全', '托宾·贝尔']","['悬疑', '惊悚', '恐怖']", 美国, 英语,"['2004', '2004']","['圣丹斯电影节', '美国']",103,"['49.2%', '37.7%', '11.6%', '1.0%', '0.4%']","['98% 惊悚片', '99% 恐怖片']",324299,40570,"['惊悚', '恐怖', '血腥', '悬疑', '电锯惊魂', '美国', '犯罪', '暴力']",43412,497,22,180
疯狂原始人,https://movie.douban.com/subject/1907966/,8.7,449699人评价,134,"['柯克·德·米科', '克里斯·桑德斯']","['克里斯·桑德斯', '柯克·德·米科', '约翰·克立斯']","['尼古拉斯·凯奇', '艾玛·斯通', '瑞恩·雷诺兹', '凯瑟琳·基纳', '克萝丽丝·利奇曼', '克拉克·杜克', '克里斯·桑德斯', '兰迪·汤姆']","['喜剧', '动画', '冒险']", 美国, 英语,"['2013', '2013', '2013']","['中国大陆', '柏林电影节', '美国']",98,"['47.5%', '39.7%', '11.9%', '0.7%', '0.2%']","['92% 动画片', '97% 喜剧片']",618768,67938,"['动画', '梦工厂', '美国', '喜剧', '温情', '搞笑', '冒险', '3D']",103391,896,12,81
东邪西毒,https://movie.douban.com/subject/1292328/,8.6,312573人评价,135,['王家卫'],"['王家卫', '金庸']","['张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉', '刘嘉玲', '梁家辉', '杨采妮', '邹兆龙']","['剧情', '动作', '爱情', '武侠', '古装']", 香港 / 台湾, 粤语 / 汉语普通话,['1994'],['中国大陆'],100,"['46.9%', '38.3%', '12.9%', '1.4%', '0.5%']","['99% 武侠片', '96% 爱情片']",509559,87878,"['王家卫', '香港', '东邪西毒', '经典', '武侠', '文艺', '爱情', '1994']",46719,1667,21,348
萤火之森,https://movie.douban.com/subject/5989818/,8.8,209661人评价,136,['大森贵弘'],['绿川幸'],"['佐仓绫音', '内山昂辉', '辻亲八', '山本兼平', '后藤弘树', '今井麻美']","['剧情', '爱情', '动画', '奇幻']", 日本, 日语,['2011'],['日本'],45,"['52.7%', '35.3%', '10.9%', '0.9%', '0.3%']","['94% 动画片', '98% 爱情片']",298516,96436,"['日本', '动画', '治愈', '爱情', '温情', '感人', '感动', '成长']",50992,801,4,39
喜宴,https://movie.douban.com/subject/1303037/,8.8,171009人评价,137,['李安'],"['李安', '冯光远', '詹姆斯·夏慕斯']","['赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦']","['剧情', '喜剧', '爱情', '同性', '家庭']", 台湾 / 美国, 汉语普通话 / 英语,"['1993', '1993']","['柏林电影节', '美国']",108,"['50.2%', '42.3%', '7.1%', '0.3%', '0.1%']","['98% 同性片', '97% 家庭片']",217348,75954,"['李安', '台湾', '同志', '家庭', '台湾电影', '剧情', '同性', '喜宴']",36490,792,28,121
贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,8.5,454348人评价,138,"['丹尼·博伊尔', '洛芙琳·坦丹']","['西蒙·博福伊', '维卡斯·史瓦卢普']","['戴夫·帕特尔', '沙鲁巴·舒克拉', '亚尼·卡普', '拉詹德拉纳斯·祖特施', '吉尼瓦·塔瓦尔', '芙蕾达·平托', '伊尔凡·可汗', '爱资哈尔丁·穆罕默德·伊斯梅尔', '阿什·马赫什·舍德卡', '马赫什·曼杰瑞卡', '麦活·米泰尔']","['剧情', '爱情']", 英国 / 美国, 英语 / 印地语 / 法语,"['2009', '2008', '2009']","['中国大陆', '特柳赖德电影节', '英国']",120,"['41.3%', '44.9%', '12.8%', '0.8%', '0.2%']","['90% 剧情片', '95% 爱情片']",627338,66759,"['印度', '励志', '剧情', '爱情', '人生', '奥斯卡', '经典', '英国']",57786,2606,24,789
超能陆战队,https://movie.douban.com/subject/11026735/,8.6,471050人评价,139,"['唐·霍尔', '克里斯·威廉姆斯']","['乔丹·罗伯茨', '丹尼尔·吉尔森', '罗伯特·L·贝尔德']","['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '杰米·钟', '小达蒙·韦恩斯', '珍尼希斯·罗德里格兹', '詹姆斯·克伦威尔', '艾伦·图代克', '玛娅·鲁道夫', '亚布拉哈姆·本鲁比', '凯蒂·洛斯', '比利·布什', '丹尼尔·吉尔森', '保罗·布里格斯']","['喜剧', '动作', '科幻', '动画', '冒险']", 美国, 英语,"['2015', '2014', '2014']","['中国大陆', '东京电影节', '美国']",102,"['45.0%', '41.8%', '12.2%', '0.8%', '0.2%']","['89% 动画片', '96% 喜剧片']",571909,36847,"['动画', '迪斯尼', '美国', '科幻', '喜剧', '温情', '搞笑', '2014']",111935,742,143,43
记忆碎片,https://movie.douban.com/subject/1304447/,8.6,333375人评价,140,['克里斯托弗·诺兰'],"['克里斯托弗·诺兰', '乔纳森·诺兰']","['盖·皮尔斯', '凯瑞-安·莫斯', '乔·潘托里亚诺', '小马克·布恩', '拉什·费加', '乔雅·福克斯', '斯蒂芬·托布罗斯基', '哈里特·桑塞姆·哈里斯', '托马斯·列农', '考乐姆·吉斯·雷尼', '金伯利·坎贝尔', '玛丽安妮·穆勒雷尔', '拉里·霍尔登']","['剧情', '悬疑', '惊悚', '犯罪']", 美国, 英语,"['2000', '2000', '2001']","['威尼斯电影节', '英国', '美国']",113,"['43.7%', '42.6%', '12.3%', '1.1%', '0.3%']","['96% 悬疑片', '92% 剧情片']",454905,134147,"['悬疑', '美国', '剧情', '失忆', '惊悚', '记忆', '心理', '犯罪']",67505,1257,49,230
唐伯虎点秋香,https://movie.douban.com/subject/1306249/,8.5,440699人评价,141,['李力持'],"['李力持', '谷德昭', '陈文强']","['周星驰', '巩俐', '陈百祥', '郑佩佩', '朱咪咪', '梁家仁', '苑琼丹', '梁荣忠', '黄一山', '黄霑', '吴镇宇', '刘家辉', '蓝洁瑛', '谷德昭', '陈辉虹', '李健仁', '宣萱', '温翠苹']","['喜剧', '爱情', '古装']", 香港, 粤语,['1993'],['香港'],102,"['40.3%', '44.6%', '14.1%', '0.8%', '0.2%']","['96% 喜剧片', '95% 爱情片']",678683,11771,"['周星驰', '喜剧', '香港', '搞笑', '经典', '香港电影', '唐伯虎点秋香', '巩俐']",40465,230,5,84
黑天鹅,https://movie.douban.com/subject/1978709/,8.5,492198人评价,142,['达伦·阿伦诺夫斯基'],"['安德雷斯·海因斯', '马克·海曼', '约翰·J·麦克劳克林']","['娜塔莉·波特曼', '米拉·库尼斯', '文森特·卡索', '芭芭拉·赫希', '薇诺娜·瑞德', '本杰明·米派德', '克塞尼亚·索罗', '克里斯汀娜·安娜波', '詹妮特·蒙哥马利', '塞巴斯蒂安·斯坦', '托比·海明威', '塞尔吉奥·托拉多', '马克·马戈利斯', '蒂娜·斯隆', '亚伯拉罕·阿罗诺夫斯基', '夏洛特·阿罗诺夫斯基', '玛西娅·让·库尔茨', '肖恩·奥哈根', '克里斯托弗·加廷', '黛博拉·奥夫纳', '斯坦利·B·赫尔曼', '库尔特·弗勒曼', '帕特里克·赫辛格', '莎拉·海伊']","['剧情', '惊悚']", 美国, 英语 / 法语 / 意大利语,"['2010', '2010']","['威尼斯电影节', '美国']",108,"['41.1%', '45.4%', '12.4%', '0.9%', '0.2%']","['97% 惊悚片', '90% 剧情片']",655172,104496,"['惊悚', '美国', '芭蕾', '心理', '悬疑', '人性', '剧情', '2010']",113547,2254,35,101
蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,8.6,357494人评价,143,['克里斯托弗·诺兰'],"['大卫·S·高耶', '乔纳森·诺兰', '克里斯托弗·诺兰']","['克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特', '玛丽昂·歌迪亚', '加里·奥德曼', '迈克尔·凯恩', '摩根·弗里曼', '朱诺·坦普尔', '乔什·平茨', '丹尼尔·逊亚塔', '内斯特·卡博内尔', '伯恩·戈曼', '连姆·尼森', '乔伊·金', '艾丹·吉伦', '基里安·墨菲', '乔什·斯图沃特', '马修·莫迪恩', '本·门德尔森']","['剧情', '动作', '科幻', '惊悚', '犯罪']", 美国 / 英国, 英语 / 阿拉伯语,"['2012', '2012']","['中国大陆', '美国']",165,"['46.7%', '39.9%', '12.0%', '1.1%', '0.3%']","['97% 科幻片', '98% 动作片']",489043,50191,"['蝙蝠侠', '美国', '科幻', '动作', '超级英雄', '犯罪', '2012', '漫画改编']",85714,1812,54,487
英雄本色,https://movie.douban.com/subject/1297574/,8.6,225685人评价,144,['吴宇森'],"['陈庆嘉', '吴宇森', '梁淑华']","['周润发', '狄龙', '张国荣', '朱宝意', '李子雄', '田丰', '吴宇森', '曾江', '成奎安', '徐克', '陈志辉']","['动作', '犯罪']", 香港, 粤语 / 汉语普通话 / 英语,"['2017', '1986']","['中国大陆', '香港']",95,"['45.0%', '43.0%', '11.3%', '0.5%', '0.1%']","['98% 动作片', '96% 犯罪片']",375153,52483,"['香港', '经典', '动作', '黑帮', '犯罪', '警匪', '1986', '小马哥']",33220,531,11,100
雨人,https://movie.douban.com/subject/1291870/,8.7,241330人评价,145,['巴瑞·莱文森'],"['罗纳德·巴斯', '巴里·莫罗']","['达斯汀·霍夫曼', '汤姆·克鲁斯', '瓦莱丽亚·戈利诺', '邦尼·亨特']",['剧情'], 美国, 英语 / 意大利语,['1988'],['美国'],133,"['44.1%', '45.3%', '10.1%', '0.5%', '0.1%']",['94% 剧情片'],330349,106125,"['亲情', '美国', '汤姆·克鲁斯', '经典', '人性', '雨人', '剧情', '美国电影']",35041,631,23,96
心迷宫,https://movie.douban.com/subject/25917973/,8.7,233202人评价,146,['忻钰坤'],"['忻钰坤', '冯元良', '鲁妮凡']","['霍卫民', '王笑天', '罗芸', '杨瑜珍', '孙黎', '邵胜杰', '曹西安', '贾致钢', '朱自清', '王梓尘', '赵梓彤', '贾世忠', '袁满', '陈梅生', '张景素', '平坦', '金子', '张建军']","['剧情', '悬疑', '犯罪']", 中国大陆, 汉语普通话,"['2015', '2014', '2014']","['中国大陆', 'FIRST青年影展', '威尼斯电影节']",110,"['44.8%', '44.9%', '9.2%', '0.8%', '0.3%']","['97% 悬疑片', '98% 犯罪片']",290170,112303,"['悬疑', '犯罪', '人性', '中国大陆', '剧情', '黑色幽默', '心理', '黑色']",64658,1070,194,162
傲慢与偏见,https://movie.douban.com/subject/1418200/,8.5,370841人评价,147,['乔·赖特'],"['简·奥斯汀', '黛博拉·莫盖茨']","['凯拉·奈特莉', '马修·麦克费登', '唐纳德·萨瑟兰', '布兰达·布莱斯', '凯瑞·穆里根', '裴淳华', '吉娜·马隆', '妲露拉·莱莉', '朱迪·丹奇', '西蒙·伍兹', '克劳迪·布莱克利', '汤姆·霍兰德', '鲁伯特·弗兰德', '凯利·蕾莉', '皮普·托伦斯', '西妮德·马修斯', '佩内洛普·威尔顿', '塔姆金·莫钦特']","['剧情', '爱情']", 法国 / 英国 / 美国, 英语,['2005'],['英国'],129,"['41.8%', '42.9%', '13.9%', '1.1%', '0.2%']","['95% 爱情片', '90% 剧情片']",530112,87809,"['爱情', '傲慢与偏见', '英国', '经典', '名著改编', '英国电影', '名著', 'KeiraKnightley']",75434,1486,20,197
荒蛮故事,https://movie.douban.com/subject/24750126/,8.8,186913人评价,148,['达米安·斯兹弗隆'],['达米安·斯兹弗隆'],"['达里奥·格兰迪内蒂', '玛丽娅·玛努尔', '莫妮卡·比利亚', '丽塔·科尔泰塞', '胡丽叶塔·泽尔贝伯格', '凯撒·博尔东', '莱昂纳多·斯巴拉格利亚', '沃尔特·多纳多', '里卡多·达林', '南希·杜普拉', '奥斯卡·马丁内兹', '玛莉亚·奥内托', '奥斯马·努涅斯', '赫尔曼·德·席尔瓦', '艾丽卡·里瓦斯', '地亚哥·詹蒂莱', '玛格丽塔·莫菲诺']","['剧情', '喜剧', '犯罪']", 阿根廷 / 西班牙, 西班牙语,"['2014', '2014']","['戛纳电影节', '阿根廷']",122,"['49.1%', '41.6%', '8.5%', '0.6%', '0.2%']","['98% 喜剧片', '96% 剧情片']",228004,102415,"['黑色幽默', '阿根廷', '人性', '喜剧', '剧情', '黑色', '西班牙', '2014']",51385,710,66,46
卢旺达饭店,https://movie.douban.com/subject/1291822/,8.9,144738人评价,149,['特瑞·乔治'],"['特瑞·乔治', '凯尔·皮尔森']","['唐·钱德尔', '苏菲·奥康内多', '杰昆·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西姆', '托尼·戈罗奇', '法纳·莫科纳', '大卫·奥哈拉', '莫苏西·麦格诺', '西莫·莫加瓦扎', '卡拉·西摩', '罗伯托·西特兰', '德斯蒙德·杜布', '蕾乐蒂·库马洛']","['剧情', '历史', '战争']", 英国 / 南非 / 意大利 / 美国, 英语 / 法语,['2004'],['美国'],121,"['52.2%', '39.6%', '7.7%', '0.4%', '0.1%']","['96% 战争片', '97% 历史片']",207834,112937,"['战争', '种族', '人性', '非洲', '历史', '卢旺达饭店', '经典', '美国']",25422,680,8,98
无人知晓,https://movie.douban.com/subject/1292337/,9.1,98891人评价,150,['是枝裕和'],['是枝裕和'],"['柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子', '韩英惠', '江原由希子', '串田和美', '冈元夕纪子', 'Takako Tate', '加濑亮', '村野友希', '田中庆太', '木村佑一', '远藤宪一', '寺岛进', '平泉成']",['剧情'], 日本, 日语,"['2004', '2004']","['戛纳电影节', '日本']",141,"['60.8%', '33.2%', '5.4%', '0.4%', '0.2%']",['98% 剧情片'],127715,117597,"['日本', '成长', '人性', '儿童', '社会', '剧情', '少年', '青春']",30421,740,24,80
纵横四海,https://movie.douban.com/subject/1295409/,8.7,189565人评价,151,['吴宇森'],"['吴宇森', '高志森', '秦小珍']","['周润发', '张国荣', '钟楚红', '朱江', '曾江', '胡枫', '唐宁', '邓一君']","['剧情', '喜剧', '动作', '犯罪']", 香港, 粤语 / 汉语普通话 / 客家话 / 英语 / 法语,['1991'],['香港'],108,"['48.7%', '40.2%', '10.3%', '0.7%', '0.1%']","['98% 动作片', '97% 喜剧片']",290234,46133,"['香港', '经典', '动作', '犯罪', '喜剧', '1991', '友情', '剧情']",30823,300,16,58
时空恋旅人,https://movie.douban.com/subject/10577869/,8.7,255547人评价,152,['理查德·柯蒂斯'],['理查德·柯蒂斯'],"['多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊', '汤姆·霍兰德', '琳赛·邓肯', '玛格特·罗比', '凡妮莎·柯比', '李·阿斯奎斯-柯', '凯瑟琳·斯戴曼']","['剧情', '爱情', '奇幻']", 英国, 英语,['2013'],['英国'],123,"['47.7%', '38.9%', '12.3%', '0.9%', '0.2%']","['97% 爱情片', '95% 剧情片']",326633,107245,"['爱情', '温情', '英国', '英国电影', '喜剧', '科幻', '人生', '2013']",69393,1332,73,87
海洋,https://movie.douban.com/subject/3443389/,9.0,108743人评价,153,"['雅克·贝汉', ' 雅克·克鲁奥德']","['克里斯托夫·谢松', ' 雅克·克鲁奥德', '洛朗·德巴', '斯特凡纳·迪朗', '洛朗·戈德', '雅克·贝汉', 'François Sarano']","['皮尔斯·布鲁斯南', '雅克·贝汉', '姜文', '宫泽理惠']",['纪录片'], 法国 / 瑞士 / 西班牙 / 美国 / 阿联酋, 法语,"['2011', '2009', '2010']","['中国大陆', '东京电影节', '法国']",104,"['60.6%', '31.1%', '7.6%', '0.5%', '0.2%']",['83% 纪录片'],140169,92558,"['纪录片', '法国', '海洋', '自然', '雅克·贝汉', '法国电影', '探索', '2009']",29330,591,8,95
教父3,https://movie.douban.com/subject/1294240/,8.8,162526人评价,154,['弗朗西斯·福特·科波拉'],"['马里奥·普佐', '弗朗西斯·福特·科波拉']","['阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚', '埃里·瓦拉赫', '乔·曼特纳', '乔治·汉密尔顿', '布里吉特·芳达', '索菲亚·科波拉', '雷夫·瓦朗', '弗兰克·德安布罗西奥', '敦尔·当纳利', '理查德·布赖特', '赫尔穆特·贝格', '唐·诺韦洛']","['剧情', '犯罪']", 美国, 英语 / 意大利语 / 德语 / 拉丁语,['1990'],['美国'],170,"['52.0%', '36.7%', '10.3%', '0.7%', '0.2%']","['98% 犯罪片', '96% 剧情片']",229506,45077,"['黑帮', '教父', '经典', '美国', '犯罪', '剧情', '电影', '1990']",17951,311,25,67
海边的曼彻斯特,https://movie.douban.com/subject/25980443/,8.6,255225人评价,155,['肯尼思·洛纳根'],['肯尼思·洛纳根'],"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒', '卡拉·海沃德', '格瑞辰·摩尔', '泰特·多诺万', '埃里卡·麦克德莫特', '希瑟·伯恩斯', '蜜西·雅格', '斯蒂芬·亨德森', '约什·汉密尔顿', '卡罗琳·皮克曼', '肖恩·菲茨吉本', '肯尼思·洛纳根', '利亚姆·麦克尼尔', '马修·布罗德里克']","['剧情', '家庭']", 美国, 英语,"['2017', '2016', '2016']","['中国大陆', '圣丹斯电影节', '美国']",137,"['43.3%', '43.9%', '11.7%', '0.9%', '0.2%']","['92% 剧情片', '93% 家庭片']",315804,148326,"['人生', '美国', '剧情', '家庭', '文艺', '亲情', '奥斯卡', '2016']",85810,2817,87,246
血战钢锯岭,https://movie.douban.com/subject/26325320/,8.7,401303人评价,156,['梅尔·吉布森'],"['安德鲁·奈特', '罗伯特·申坎']","['安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西', '泰莉莎·帕尔墨', '瑞切尔·格里菲斯', '纳撒尼尔·布佐尼克', '理查德·劳斯伯格', '马特·纳夫莱', '费拉斯·迪拉尼', '瑞安·柯尔', '卢克·佩格勒']","['剧情', '传记', '历史', '战争']", 美国 / 澳大利亚, 英语,"['2016', '2016', '2016']","['中国大陆', '威尼斯电影节', '美国']",139,"['46.4%', '41.6%', '10.9%', '0.9%', '0.2%']","['93% 战争片', '95% 历史片']",591786,72159,"['战争', '信仰', '真实事件改编', '美国', '二战', '人性', '历史', '军事']",115858,3897,126,225
玩具总动员3,https://movie.douban.com/subject/1858711/,8.8,232268人评价,157,['李·昂克里奇'],"['迈克尔·阿恩特', '约翰·拉塞特', '安德鲁·斯坦顿', '李·昂克里奇']","['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯', '迈克尔·基顿']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语 / 西班牙语,"['2010', '2010']","['中国大陆', '美国']",103,"['51.2%', '36.9%', '11.2%', '0.6%', '0.1%']","['94% 动画片', '98% 喜剧片']",329006,61584,"['动画', '美国', 'Pixar', '迪斯尼', '成长', '感人', '3D', '喜剧']",43812,991,6,318
花样年华,https://movie.douban.com/subject/1291557/,8.6,296887人评价,158,['王家卫'],['王家卫'],"['梁朝伟', '张曼玉', '潘迪华', '萧炳林', '张耀扬', '孙佳君', '钱似莺', '顾锦华']","['剧情', '爱情']", 香港, 粤语 / 上海话 / 法语,"['2000', '2000']","['戛纳电影节', '香港']",98,"['42.6%', '43.9%', '12.5%', '0.8%', '0.2%']","['96% 爱情片', '92% 剧情片']",419870,75168,"['王家卫', '梁朝伟', '张曼玉', '爱情', '香港', '文艺', '花样年华', '香港电影']",57872,1428,28,154
完美的世界,https://movie.douban.com/subject/1300992/,9.0,101958人评价,159,['克林特·伊斯特伍德'],['约翰·李·汉考克'],"['凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟', '基斯·斯扎拉巴基克']","['剧情', '犯罪']", 美国, 英语,['1993'],['美国'],138,"['60.2%', '32.3%', '6.7%', '0.5%', '0.2%']","['98% 犯罪片', '98% 剧情片']",123932,101586,"['美国', '人性', '温情', '犯罪', '经典', '剧情', '感人', '成长']",23906,606,15,97
